Student_ID,Age,Gender,HighSchoolGPA,TestScore,CourseType,AttendanceRatio,StudyHabitsScore,ExtracurricularScore,AcademicPerformance
2333,24,Male,3.52,428,Arts,0.69,0.79,0.03,Average
2334,23,Female,3.04,522,Engineering,0.88,0.22,0.39,Poor
2335,23,Male,2.41,307,Arts,0.71,0.3,0.38,Poor
2336,22,Male,3.09,644,Arts,0.61,0.85,0.62,Poor
2337,23,Female,3.53,206,Science,0.97,0.92,0.87,Average
2338,29,Male,3.79,327,Science,0.73,0.12,0.67,Average
2339,26,Male,3.58,552,Science,0.91,0.7,0.36,Average
2340,27,Male,2.39,466,Science,0.79,0.01,0.45,Good
2341,26,Female,3.2,413,Science,0.65,0.25,0.89,Average
2342,27,Female,2.66,446,Science,0.86,0.07,0.64,Poor
2343,25,Female,2.02,794,Arts,0.69,0.52,0.39,Poor
2344,27,Female,2.4,573,Arts,0.72,0.34,0.6,Good
2345,26,Female,2.23,620,Science,0.61,0.14,0.64,Average
2346,27,Male,3.69,240,Engineering,0.61,0.0,0.48,Good
2347,25,Male,2.52,547,Science,0.81,0.39,0.87,Poor
2348,25,Female,2.57,760,Arts,0.62,0.29,0.81,Average
2349,18,Male,3.92,342,Engineering,0.68,0.05,0.52,Good
2350,27,Male,2.76,340,Engineering,0.97,0.85,0.96,Average
2351,28,Male,2.02,764,Engineering,0.63,0.41,0.95,Average
2352,22,Male,2.57,306,Arts,0.72,0.77,0.97,Poor
2353,21,Female,2.24,232,Engineering,0.89,0.42,0.22,Poor
2354,19,Female,2.21,399,Arts,0.95,0.07,0.1,Poor
2355,25,Male,2.15,318,Arts,0.62,0.39,0.62,Good
2356,20,Male,3.19,428,Science,0.67,0.89,0.73,Good
2357,21,Female,2.38,384,Arts,0.76,0.01,0.31,Good
2358,29,Male,2.72,414,Engineering,0.74,0.9,0.54,Average
2359,24,Male,3.72,329,Arts,0.72,0.66,0.65,Average
2360,27,Male,2.85,471,Arts,0.7,1.0,0.46,Poor
2361,26,Female,3.83,207,Science,0.71,0.92,0.54,Average
2362,19,Female,3.0,602,Science,0.65,0.87,0.08,Average
2363,20,Male,2.8,778,Arts,0.67,0.04,0.99,Poor
2364,21,Male,3.5,568,Arts,0.84,0.28,0.38,Good
2365,27,Male,2.15,736,Arts,0.72,0.37,0.21,Poor
2366,18,Male,2.18,252,Science,0.76,0.7,0.48,Average
2367,24,Male,3.3,446,Science,0.76,0.65,0.32,Poor
2368,19,Male,2.97,536,Engineering,0.64,0.17,0.39,Average
2369,22,Female,3.58,480,Engineering,0.93,0.74,0.56,Poor
2370,18,Female,3.83,232,Engineering,0.98,0.16,0.28,Average
2371,20,Male,2.78,747,Engineering,0.71,0.46,0.67,Average
2372,29,Female,3.19,542,Science,0.72,0.58,0.43,Poor
2373,19,Male,3.0,438,Science,0.88,0.87,0.08,Average
2374,18,Male,3.96,691,Arts,0.63,0.63,0.89,Average
2375,24,Female,3.66,376,Engineering,0.96,0.95,0.48,Average
2376,22,Female,3.82,243,Arts,0.65,0.99,0.92,Poor
2377,18,Male,2.51,503,Arts,0.89,0.51,0.38,Good
2378,23,Male,3.55,468,Science,0.72,0.05,0.54,Good
2379,22,Female,2.53,599,Arts,0.73,0.03,0.87,Poor
2380,20,Female,2.42,630,Arts,0.66,0.86,0.46,Poor
2381,29,Male,3.89,620,Science,0.86,0.5,0.63,Good
2382,24,Male,2.04,330,Science,0.92,0.37,0.25,Poor
2383,28,Male,3.93,609,Science,0.98,0.28,0.24,Average
2384,27,Female,2.3,424,Science,0.73,0.28,0.54,Poor
2385,26,Male,3.64,342,Engineering,0.85,0.07,0.61,Good
2386,26,Female,2.55,777,Engineering,0.77,0.3,0.66,Average
2387,26,Male,2.7,739,Engineering,0.82,0.64,0.77,Good
2388,19,Female,2.43,324,Arts,0.67,0.39,0.92,Good
2389,20,Female,3.17,411,Engineering,0.83,0.95,0.24,Average
2390,24,Female,2.7,627,Science,0.94,0.67,0.62,Good
2391,22,Female,3.31,636,Engineering,0.95,0.86,0.44,Good
2392,19,Male,2.03,791,Science,0.79,0.11,0.09,Good
2393,20,Female,2.13,437,Engineering,0.69,0.45,0.45,Good
2394,27,Female,2.2,527,Engineering,0.93,0.04,0.79,Poor
2395,23,Female,2.84,318,Science,1.0,0.9,0.08,Good
2396,24,Male,3.63,245,Science,0.75,0.15,0.61,Poor
2397,26,Male,3.78,283,Arts,0.97,0.81,0.41,Good
2398,18,Male,2.49,551,Arts,0.99,0.92,0.65,Good
2399,28,Male,3.15,212,Arts,0.76,0.44,0.82,Poor
2400,24,Male,3.54,371,Engineering,0.89,0.39,0.54,Average
2401,25,Male,2.58,433,Engineering,0.83,0.6,0.3,Average
2402,29,Female,2.82,380,Science,0.89,0.74,0.09,Average
2403,20,Female,3.05,250,Science,0.66,0.65,0.29,Good
2404,21,Female,2.27,594,Arts,0.75,0.0,0.36,Average
2405,27,Male,2.05,628,Science,0.63,0.79,0.64,Good
2406,23,Female,2.31,473,Engineering,0.85,0.15,0.39,Good
2407,27,Female,3.25,406,Science,0.97,0.45,0.4,Average
2408,24,Male,2.15,347,Science,0.82,0.28,0.29,Poor
2409,21,Female,2.38,499,Science,0.63,0.93,0.36,Poor
2410,25,Male,2.68,652,Science,0.97,0.5,0.27,Poor
2411,22,Female,2.16,748,Science,0.65,0.52,0.73,Poor
2412,18,Male,2.38,582,Arts,0.95,0.08,0.98,Average
2413,21,Male,3.82,733,Arts,0.89,0.9,0.73,Average
2414,20,Male,2.04,432,Engineering,0.85,0.24,0.07,Average
2415,26,Female,3.31,328,Arts,0.83,0.41,0.63,Average
2416,25,Female,2.77,769,Science,0.65,0.99,0.7,Poor
2417,18,Male,3.35,436,Arts,0.8,0.11,0.78,Good
2418,28,Male,3.18,781,Engineering,0.68,0.72,0.76,Average
2419,23,Female,2.45,774,Arts,0.83,0.26,0.51,Average
2420,26,Female,3.69,684,Engineering,0.78,0.42,0.26,Poor
2421,24,Male,2.98,440,Engineering,0.87,0.42,0.12,Poor
2422,21,Female,3.65,422,Engineering,0.99,0.93,0.01,Average
2423,18,Female,2.81,298,Science,0.74,0.01,0.0,Good
2424,29,Female,3.97,756,Engineering,0.85,0.37,0.94,Average
2425,19,Male,3.54,472,Arts,0.95,0.85,0.61,Poor
2426,29,Male,3.93,598,Arts,0.64,0.91,0.57,Poor
2427,22,Female,3.03,716,Arts,0.92,0.31,0.38,Poor
2428,29,Male,2.95,629,Engineering,0.7,0.24,0.8,Poor
2429,28,Female,3.51,722,Engineering,0.82,0.46,0.22,Poor
2430,22,Female,3.76,547,Science,1.0,0.75,0.74,Poor
2431,25,Male,3.93,750,Engineering,0.99,0.15,0.36,Average
2432,23,Male,2.65,650,Arts,0.73,0.78,0.71,Good
2433,25,Male,3.6,241,Science,0.65,0.51,0.71,Good
2434,19,Female,2.42,293,Arts,0.98,0.14,0.32,Poor
2435,20,Female,3.09,685,Science,0.96,0.67,0.93,Average
2436,23,Male,2.36,716,Engineering,0.85,0.63,0.51,Average
2437,29,Male,2.69,763,Science,0.61,0.62,0.26,Poor
2438,27,Male,3.86,349,Engineering,0.9,0.75,0.67,Poor
2439,20,Female,2.29,698,Engineering,0.66,0.18,0.75,Poor
2440,23,Female,3.26,570,Arts,0.98,0.7,0.95,Average
2441,23,Female,3.19,684,Engineering,0.77,0.89,0.07,Average
2442,19,Male,2.24,582,Engineering,0.85,0.53,0.54,Good
2443,24,Male,2.65,391,Engineering,0.71,0.49,0.49,Good
2444,29,Female,3.13,420,Arts,0.79,0.8,0.31,Good
2445,19,Male,2.37,246,Engineering,0.9,0.15,0.77,Good
2446,23,Male,3.6,326,Arts,0.8,0.34,0.19,Good
2447,18,Male,3.94,206,Science,0.94,0.85,0.33,Poor
2448,20,Male,2.43,315,Arts,0.89,0.5,0.77,Average
2449,19,Female,2.37,763,Arts,0.63,0.84,0.48,Good
2450,24,Male,2.91,565,Engineering,0.84,0.25,0.14,Poor
2451,21,Female,3.5,245,Arts,0.85,0.39,0.89,Average
2452,25,Female,2.56,592,Science,0.75,0.82,0.73,Good
2453,23,Male,2.04,222,Arts,0.73,0.16,0.56,Poor
2454,29,Female,3.08,330,Engineering,0.63,0.89,0.61,Good
2455,27,Female,3.91,326,Science,0.78,0.31,0.63,Good
2456,21,Male,2.78,644,Engineering,0.73,0.97,0.5,Average
2457,22,Female,2.84,508,Engineering,0.98,0.83,0.74,Poor
2458,26,Female,3.94,632,Arts,0.87,0.46,0.72,Average
2459,24,Female,3.39,672,Engineering,0.78,0.74,0.0,Good
2460,27,Female,3.44,247,Science,0.9,0.56,0.11,Good
2461,26,Female,3.13,281,Science,0.91,0.85,0.03,Good
2462,24,Female,3.95,308,Science,0.79,0.52,0.17,Average
2463,29,Female,3.38,462,Science,0.63,0.99,0.07,Good
2464,18,Female,3.79,230,Arts,0.91,0.13,0.19,Poor
2465,29,Male,3.4,557,Science,0.64,0.68,0.54,Good
2466,25,Male,3.47,767,Arts,0.94,0.25,0.67,Average
2467,21,Male,2.58,679,Engineering,0.73,0.19,0.92,Good
2468,20,Female,2.61,388,Engineering,0.86,0.41,0.74,Poor
2469,24,Female,3.57,204,Arts,0.9,0.37,0.03,Poor
2470,29,Female,2.59,485,Engineering,0.61,0.05,0.47,Average
2471,20,Male,3.13,593,Engineering,0.75,0.43,0.68,Good
2472,25,Male,2.5,654,Science,0.84,0.95,0.32,Average
2473,23,Male,3.63,625,Engineering,0.94,0.47,0.37,Poor
2474,22,Female,2.22,226,Engineering,0.89,0.3,0.8,Average
2475,21,Male,3.66,326,Arts,0.96,0.95,0.05,Good
2476,25,Male,3.21,334,Science,0.63,0.51,0.54,Good
2477,25,Female,2.37,734,Engineering,0.63,0.29,0.8,Poor
2478,29,Male,3.08,530,Engineering,0.89,0.78,0.8,Poor
2479,18,Female,2.56,591,Arts,0.76,0.22,0.12,Poor
2480,26,Male,2.65,207,Engineering,0.79,0.25,0.84,Poor
2481,22,Female,2.7,460,Science,0.84,0.32,0.08,Poor
2482,21,Female,2.13,398,Science,0.99,0.39,0.92,Good
2483,23,Female,3.97,797,Science,0.63,0.58,0.22,Good
2484,23,Female,2.06,585,Arts,0.64,0.52,0.12,Good
2485,19,Female,3.32,671,Science,0.93,0.74,0.07,Average
2486,25,Male,2.74,378,Science,0.61,0.72,0.34,Average
2487,24,Female,3.29,649,Science,0.78,0.05,0.35,Poor
2488,18,Female,2.71,439,Science,0.91,0.13,0.53,Good
2489,22,Female,3.35,723,Science,0.68,0.22,0.73,Poor
2490,29,Female,3.46,382,Science,0.67,0.6,0.51,Good
2491,23,Male,3.38,557,Arts,0.72,0.9,0.98,Good
2492,21,Female,2.23,575,Science,0.66,0.32,0.21,Good
2493,19,Male,3.31,737,Engineering,0.87,0.96,0.21,Good
2494,21,Female,2.56,281,Arts,0.68,0.17,0.7,Good
2495,18,Female,2.06,557,Engineering,0.69,0.92,0.31,Good
2496,24,Male,2.83,384,Engineering,0.83,0.8,0.17,Good
2497,19,Male,2.87,487,Science,0.99,0.39,0.79,Average
2498,19,Male,2.93,261,Engineering,0.97,0.21,0.23,Average
2499,26,Female,3.41,706,Engineering,0.95,0.39,0.75,Poor
2500,22,Male,2.62,661,Engineering,0.81,0.21,0.21,Good
2501,19,Female,2.63,229,Science,0.72,0.56,0.94,Poor
2502,28,Male,2.12,230,Science,0.88,0.57,0.3,Average
2503,26,Male,3.37,492,Science,0.76,0.77,0.75,Good
2504,26,Female,3.14,372,Arts,0.91,0.53,0.84,Average
2505,18,Male,2.7,327,Science,0.61,0.35,0.12,Average
2506,28,Male,3.41,285,Science,0.81,0.91,0.07,Poor
2507,20,Female,3.07,514,Engineering,0.73,0.08,0.6,Good
2508,21,Female,2.94,227,Science,0.7,0.81,0.62,Poor
2509,24,Female,3.02,321,Engineering,0.86,0.41,0.62,Good
2510,27,Male,3.27,450,Science,0.86,0.18,0.46,Good
2511,21,Male,3.32,772,Science,0.61,0.12,0.93,Good
2512,19,Male,2.58,602,Science,0.98,0.22,0.69,Average
2513,24,Male,2.28,642,Science,0.74,0.12,0.07,Average
2514,23,Male,2.31,471,Science,0.97,0.46,0.79,Poor
2515,20,Female,3.28,312,Science,0.83,0.35,0.28,Poor
2516,23,Male,3.75,593,Science,0.86,0.36,0.72,Poor
2517,28,Female,2.82,218,Engineering,0.98,0.16,0.06,Average
2518,23,Male,2.34,664,Arts,0.93,0.66,0.77,Average
2519,29,Female,3.51,390,Arts,0.66,0.61,0.54,Good
2520,22,Male,3.66,692,Science,0.6,0.98,0.72,Good
2521,21,Male,3.76,362,Arts,0.72,0.17,0.49,Poor
2522,27,Female,3.21,494,Engineering,0.8,0.83,0.8,Good
2523,29,Male,3.72,778,Engineering,0.89,0.03,0.95,Good
2524,18,Female,2.03,272,Engineering,0.86,0.07,0.74,Average
2525,27,Male,2.21,761,Arts,0.73,0.65,0.74,Average
2526,23,Male,2.19,508,Arts,0.82,0.41,0.22,Average
2527,19,Female,3.43,501,Arts,0.86,0.23,0.35,Poor
2528,20,Male,2.14,507,Science,0.81,0.0,0.13,Average
2529,25,Female,2.99,323,Engineering,0.88,0.66,0.53,Poor
2530,27,Male,2.95,460,Engineering,0.79,0.44,0.45,Good
2531,23,Male,2.62,394,Science,0.81,0.17,0.29,Good
2532,20,Male,3.74,550,Arts,0.98,0.97,0.07,Good
2533,24,Male,2.34,688,Engineering,0.76,0.35,0.93,Good
2534,21,Male,2.7,399,Arts,0.9,0.3,0.61,Average
2535,26,Male,3.55,707,Science,0.73,0.51,0.32,Good
2536,22,Male,2.06,779,Arts,0.73,0.28,0.35,Average
2537,20,Female,3.35,645,Science,0.97,0.27,0.4,Good
2538,19,Male,3.63,279,Arts,0.88,0.97,0.81,Good
2539,28,Male,3.86,668,Science,0.97,0.26,0.21,Average
2540,19,Male,3.75,641,Engineering,1.0,0.61,0.86,Poor
2541,20,Female,2.64,471,Science,0.6,0.04,0.31,Average
2542,19,Female,3.17,542,Arts,0.99,0.15,0.87,Poor
2543,21,Male,2.15,323,Engineering,0.64,0.02,0.9,Average
2544,19,Male,2.52,422,Arts,0.63,0.53,0.7,Poor
2545,27,Male,2.19,689,Arts,0.91,0.49,0.89,Poor
2546,26,Female,2.63,496,Science,0.74,0.33,0.75,Average
2547,19,Male,3.75,318,Science,0.97,0.7,0.14,Poor
2548,26,Female,2.69,275,Arts,0.82,0.63,0.96,Average
2549,23,Male,3.12,457,Science,0.75,0.6,0.19,Poor
2550,18,Female,2.87,731,Arts,0.63,0.34,0.49,Good
2551,21,Female,2.92,550,Science,0.79,0.33,0.38,Good
2552,18,Male,3.94,476,Science,0.71,0.87,0.35,Good
2553,23,Male,2.59,454,Arts,0.63,0.54,0.78,Average
2554,21,Male,3.25,463,Engineering,0.87,0.27,0.29,Poor
2555,20,Male,2.84,228,Science,0.99,0.54,0.54,Good
2556,20,Male,2.12,666,Arts,0.75,0.27,0.34,Average
2557,26,Male,2.98,234,Engineering,0.72,0.19,0.89,Average
2558,23,Male,3.63,493,Science,0.64,0.28,0.16,Poor
2559,26,Female,2.2,402,Science,0.69,0.63,0.18,Average
2560,22,Male,2.14,267,Arts,0.71,0.52,0.11,Average
2561,19,Male,2.31,330,Science,0.74,0.16,0.76,Poor
2562,25,Female,3.53,310,Arts,0.85,0.91,0.16,Good
2563,22,Male,3.45,723,Arts,0.65,0.5,0.53,Poor
2564,19,Male,3.13,487,Science,0.62,0.79,0.77,Good
2565,21,Male,2.94,242,Engineering,0.97,0.33,0.12,Good
2566,26,Male,3.78,493,Science,0.92,0.96,0.93,Good
2567,21,Female,3.53,484,Engineering,0.71,0.75,0.28,Good
2568,29,Female,3.62,763,Science,0.86,0.45,0.79,Average
2569,29,Male,3.63,218,Engineering,0.84,0.9,0.79,Good
2570,29,Male,3.29,706,Science,0.9,0.72,0.35,Average
2571,21,Female,2.92,746,Engineering,0.94,0.43,0.55,Poor
2572,19,Male,3.73,247,Engineering,0.74,0.97,0.63,Good
2573,29,Female,3.85,418,Science,0.86,0.3,0.42,Good
2574,23,Female,2.05,387,Science,0.92,0.26,0.36,Good
2575,28,Female,2.1,230,Arts,0.88,0.89,0.85,Good
2576,19,Male,3.92,458,Engineering,0.97,0.71,0.2,Good
2577,29,Male,2.55,543,Science,0.8,0.35,0.79,Poor
2578,24,Male,3.75,507,Arts,0.92,0.23,0.2,Good
2579,20,Female,2.78,270,Science,0.96,0.18,0.7,Poor
2580,20,Male,2.24,506,Engineering,0.82,0.31,0.29,Poor
2581,22,Male,2.16,767,Science,0.61,0.13,0.93,Poor
2582,20,Female,2.31,298,Science,0.93,0.15,0.61,Average
2583,19,Male,2.5,220,Arts,0.94,0.78,0.53,Average
2584,27,Male,2.98,764,Science,0.76,0.06,0.3,Good
2585,26,Male,3.4,205,Arts,0.69,0.44,0.51,Poor
2586,19,Female,3.97,430,Engineering,0.99,0.4,0.07,Poor
2587,28,Male,2.88,281,Engineering,0.82,0.96,0.14,Good
2588,19,Female,3.04,416,Science,0.81,0.47,0.3,Good
2589,25,Female,3.04,534,Arts,0.98,0.16,0.95,Poor
2590,26,Female,3.08,758,Engineering,0.76,0.09,0.47,Average
2591,24,Male,3.04,793,Science,0.94,0.73,0.4,Poor
2592,20,Male,2.02,752,Science,0.88,0.15,0.77,Good
2593,26,Male,2.0,658,Science,0.99,0.94,0.69,Poor
2594,20,Female,2.2,286,Science,0.77,0.56,0.66,Good
2595,22,Female,2.2,714,Science,0.96,0.4,0.61,Average
2596,26,Male,3.41,712,Arts,0.83,0.68,0.13,Poor
2597,29,Female,2.41,786,Science,0.79,0.2,0.39,Good
2598,20,Male,3.79,677,Science,0.72,0.38,0.9,Poor
2599,24,Male,3.86,697,Science,0.82,0.03,0.96,Average
2600,29,Male,3.95,648,Science,0.83,0.88,0.43,Poor
2601,18,Male,3.88,787,Science,0.96,0.43,0.0,Good
2602,21,Male,2.54,459,Science,0.88,0.76,0.5,Good
2603,21,Male,3.02,736,Science,0.93,0.92,0.23,Poor
2604,24,Male,2.35,399,Engineering,0.91,0.65,0.19,Poor
2605,25,Female,3.61,662,Engineering,0.71,0.38,0.28,Good
2606,18,Male,3.78,293,Science,0.68,0.62,0.12,Good
2607,22,Female,3.7,551,Arts,0.7,0.36,0.05,Poor
2608,24,Female,2.87,307,Science,0.66,0.57,0.44,Average
2609,29,Male,3.52,554,Arts,0.75,0.43,0.26,Good
2610,21,Female,2.2,668,Arts,0.86,0.15,0.26,Average
2611,21,Female,2.08,294,Arts,0.81,0.78,0.22,Average
2612,21,Female,3.51,290,Arts,0.87,0.5,0.5,Average
2613,29,Male,2.85,243,Arts,0.74,0.19,0.73,Good
2614,23,Male,3.99,655,Engineering,0.68,0.89,0.66,Average
2615,24,Male,2.19,583,Science,0.68,0.85,0.98,Poor
2616,19,Male,3.71,222,Engineering,0.84,0.56,0.91,Poor
2617,22,Male,2.96,222,Engineering,0.67,0.97,0.42,Poor
2618,21,Female,3.65,433,Science,0.76,0.93,0.81,Good
2619,20,Female,3.63,510,Engineering,0.69,0.9,0.18,Average
2620,24,Male,3.83,616,Science,0.87,0.13,0.21,Poor
2621,28,Female,2.6,532,Science,0.85,0.29,0.7,Average
2622,29,Female,3.9,774,Science,0.75,0.41,0.22,Good
2623,23,Female,2.3,302,Science,0.65,0.83,0.45,Poor
2624,24,Female,2.16,699,Arts,0.68,0.87,0.32,Good
2625,22,Male,2.86,682,Arts,0.79,0.75,0.23,Average
2626,23,Male,3.66,388,Engineering,0.99,0.47,0.15,Average
2627,22,Male,2.95,659,Science,0.71,0.16,0.61,Good
2628,24,Female,3.66,388,Science,0.68,0.04,0.06,Average
2629,19,Female,3.46,550,Science,0.69,0.7,0.7,Average
2630,28,Male,2.42,780,Science,0.88,0.99,0.89,Average
2631,22,Male,3.9,313,Arts,0.97,0.35,0.34,Average
2632,23,Female,2.12,303,Arts,0.63,0.57,0.41,Good
2633,23,Male,3.8,707,Arts,0.9,0.81,0.59,Good
2634,22,Male,2.61,544,Engineering,0.8,0.19,0.67,Average
2635,27,Female,3.0,220,Science,0.93,0.83,0.54,Average
2636,24,Female,2.84,586,Arts,0.77,0.63,0.69,Good
2637,27,Male,2.34,408,Arts,0.6,0.57,0.81,Poor
2638,25,Female,2.72,682,Science,0.87,0.76,0.99,Poor
2639,24,Male,2.39,672,Arts,0.92,0.24,0.39,Average
2640,22,Female,2.41,592,Science,0.96,0.61,0.58,Average
2641,18,Female,2.37,715,Science,0.83,0.24,0.38,Poor
2642,22,Male,2.98,387,Arts,0.65,0.18,0.24,Poor
2643,27,Female,3.6,545,Engineering,0.75,0.62,1.0,Good
2644,19,Male,3.14,551,Science,0.91,0.27,0.01,Average
2645,22,Female,3.79,740,Engineering,0.8,0.71,0.06,Good
2646,22,Male,3.27,797,Arts,0.88,0.51,0.58,Average
2647,19,Female,3.38,246,Science,0.6,0.69,0.71,Average
2648,22,Female,3.34,276,Science,0.63,0.89,0.73,Good
2649,21,Male,2.9,542,Arts,0.87,0.14,0.7,Average
2650,18,Female,3.38,390,Engineering,0.72,0.07,0.79,Poor
2651,20,Male,2.14,742,Arts,0.76,0.4,0.74,Poor
2652,18,Female,3.72,235,Arts,0.86,0.72,0.55,Good
2653,29,Female,3.56,623,Arts,0.64,0.89,0.47,Poor
2654,28,Male,2.49,550,Engineering,0.93,0.03,0.72,Average
2655,22,Female,3.54,387,Science,0.66,0.79,0.73,Good
2656,21,Female,2.03,726,Science,0.89,0.08,0.33,Poor
2657,24,Male,2.43,533,Arts,0.72,0.58,0.0,Good
2658,22,Female,2.13,682,Arts,0.7,0.34,0.31,Good
2659,27,Male,3.56,415,Engineering,0.93,0.02,0.53,Average
2660,21,Male,3.51,357,Arts,0.82,0.1,0.53,Average
2661,19,Male,3.63,440,Engineering,0.68,0.35,0.38,Good
2662,21,Female,2.01,495,Engineering,0.6,0.95,0.93,Poor
2663,29,Female,3.0,661,Engineering,0.99,0.15,0.48,Poor
2664,19,Male,3.41,244,Arts,0.77,0.27,0.14,Good
2665,25,Female,2.31,694,Science,0.76,0.99,0.19,Good
2666,20,Male,3.3,374,Engineering,0.62,0.48,0.09,Poor
2667,26,Female,2.17,545,Science,0.96,0.26,0.27,Average
2668,21,Male,2.36,255,Engineering,0.66,0.62,0.3,Good
2669,23,Male,2.95,765,Arts,0.73,0.44,0.33,Average
2670,27,Female,3.31,540,Engineering,0.77,0.86,0.84,Average
2671,22,Male,2.29,307,Engineering,0.92,0.01,0.77,Average
2672,27,Male,2.37,413,Science,0.74,1.0,0.5,Good
2673,18,Female,2.41,698,Arts,0.81,0.07,0.44,Poor
2674,26,Male,2.48,596,Engineering,0.77,0.54,0.38,Average
2675,18,Male,2.45,749,Arts,0.72,0.7,0.01,Average
2676,25,Female,2.79,696,Science,0.98,0.55,0.92,Poor
2677,26,Male,3.31,372,Arts,0.92,0.3,0.29,Poor
2678,26,Male,2.88,304,Arts,0.67,0.86,0.84,Average
2679,18,Male,3.55,751,Science,0.82,0.43,0.74,Average
2680,19,Male,3.44,678,Engineering,0.92,0.3,0.11,Good
2681,29,Male,2.25,598,Engineering,0.83,0.77,0.31,Good
2682,18,Male,2.1,633,Arts,0.8,0.15,0.48,Poor
2683,27,Male,3.76,393,Engineering,0.63,0.21,0.26,Average
2684,19,Male,2.16,665,Science,0.64,0.25,0.4,Poor
2685,27,Female,2.3,540,Arts,0.7,0.43,0.28,Poor
2686,29,Male,2.04,258,Arts,0.81,0.02,0.64,Good
2687,25,Male,3.26,737,Engineering,0.99,0.99,0.36,Poor
2688,22,Female,3.16,677,Engineering,0.92,0.6,0.35,Good
2689,29,Male,3.97,302,Engineering,0.64,0.97,0.27,Good
2690,28,Male,3.77,732,Arts,0.89,0.81,0.8,Poor
2691,24,Male,2.82,791,Engineering,0.92,0.13,0.65,Good
2692,19,Male,2.74,521,Arts,0.77,0.21,0.72,Average
2693,25,Male,2.59,748,Engineering,0.73,0.03,0.39,Average
2694,28,Male,2.3,213,Arts,0.83,0.83,0.84,Good
2695,23,Female,2.28,655,Arts,0.81,0.59,0.42,Average
2696,25,Female,2.26,420,Arts,0.71,0.22,0.18,Poor
2697,18,Female,2.23,590,Engineering,0.76,0.97,0.51,Good
2698,18,Female,2.48,372,Engineering,0.82,0.74,0.44,Average
2699,29,Female,2.61,280,Science,0.83,0.71,0.09,Good
2700,24,Male,3.92,535,Arts,0.81,0.27,0.66,Poor
2701,25,Male,3.16,424,Engineering,0.94,0.31,0.81,Good
2702,20,Male,3.98,234,Science,0.61,0.67,0.36,Average
2703,22,Male,2.74,387,Science,0.73,0.59,0.76,Poor
2704,29,Male,2.92,423,Engineering,0.9,0.65,0.59,Poor
2705,18,Female,2.65,693,Arts,0.86,0.88,0.27,Poor
2706,24,Female,2.37,510,Science,0.97,0.16,0.34,Poor
2707,22,Male,2.29,720,Science,0.84,0.12,0.95,Poor
2708,25,Male,3.89,780,Arts,0.86,0.56,0.22,Poor
2709,25,Male,3.97,739,Engineering,0.88,0.5,0.15,Poor
2710,26,Female,2.09,568,Arts,0.67,0.4,0.08,Average
2711,24,Female,2.3,674,Arts,0.9,0.9,0.88,Good
2712,28,Male,2.85,230,Engineering,0.72,0.56,0.67,Good
2713,18,Female,2.37,431,Science,0.77,0.57,0.12,Good
2714,20,Male,2.73,696,Arts,0.61,0.37,0.77,Poor
2715,25,Female,2.26,765,Science,0.94,0.34,0.63,Good
2716,20,Female,2.91,374,Science,0.98,0.99,0.99,Good
2717,25,Male,2.54,497,Science,0.62,0.62,0.51,Good
2718,18,Female,2.7,564,Engineering,0.85,0.83,0.52,Poor
2719,22,Female,2.19,285,Science,0.98,0.45,0.25,Poor
2720,21,Male,2.86,776,Arts,0.84,0.19,0.19,Good
2721,22,Female,3.97,288,Arts,0.92,0.32,0.73,Average
2722,25,Male,2.66,253,Arts,0.65,0.35,0.37,Average
2723,27,Female,3.75,560,Engineering,0.7,0.56,0.72,Good
2724,21,Male,3.69,675,Arts,0.74,0.15,0.77,Good
2725,28,Male,3.9,428,Engineering,0.99,0.39,0.9,Average
2726,21,Female,3.58,733,Science,0.91,0.1,0.43,Good
2727,20,Female,3.32,572,Science,0.95,0.5,0.1,Good
2728,24,Male,3.71,668,Engineering,0.79,0.95,0.02,Poor
2729,20,Female,2.15,619,Engineering,0.89,0.34,0.29,Poor
2730,29,Female,2.93,731,Engineering,0.89,0.05,0.93,Average
2731,20,Female,3.98,599,Science,0.83,0.61,0.75,Good
2732,28,Male,3.54,383,Engineering,0.95,0.63,0.56,Poor
2733,27,Male,3.92,761,Science,0.66,0.48,0.24,Good
2734,22,Male,3.56,289,Science,0.62,0.4,0.71,Poor
2735,22,Female,3.75,582,Arts,0.72,0.89,0.74,Average
2736,23,Female,3.41,568,Science,0.64,0.94,0.23,Good
2737,25,Male,3.52,273,Engineering,0.62,0.67,0.71,Average
2738,27,Male,3.05,468,Engineering,0.77,0.5,0.12,Poor
2739,23,Female,3.85,214,Engineering,0.68,0.07,0.1,Poor
2740,29,Female,3.65,528,Science,0.92,0.3,0.06,Poor
2741,18,Female,3.69,591,Science,0.83,0.29,0.81,Poor
2742,25,Female,3.35,633,Arts,0.74,0.06,0.27,Good
2743,25,Male,2.61,543,Arts,0.71,0.84,0.6,Poor
2744,26,Female,2.07,394,Engineering,0.83,0.87,0.14,Good
2745,26,Female,3.87,235,Science,0.77,0.91,0.44,Average
2746,19,Male,3.17,404,Engineering,0.62,0.74,0.03,Poor
2747,19,Male,2.6,256,Engineering,0.87,0.71,0.86,Good
2748,20,Female,2.3,309,Engineering,0.8,0.48,0.54,Good
2749,18,Male,3.66,695,Arts,0.71,0.86,0.89,Good
2750,21,Female,3.67,424,Engineering,0.72,0.51,0.47,Poor
